example_id                                                             | status  | run_time        |
./spec/system/products_spec.rb[1:7:1]                                  | passed  | 0.80805 seconds |
./spec/system/products_spec.rb[1:8]                                    | passed  | 0.57944 seconds |
./spec/system/products_spec.rb[1:9]                                    | passed  | 0.70959 seconds |
./spec/system/products_spec.rb[1:10]                                   | passed  | 0.81206 seconds |
./spec/system/products_spec.rb[1:11]                                   | passed  | 0.58039 seconds |
./spec/system/products_spec.rb[1:12]                                   | passed  | 0.60819 seconds |
./spec/system/products_spec.rb[1:13]                                   | passed  | 0.57021 seconds |
./spec/system/promotion_code_invalidation_spec.rb[1:1]                 | failed  | 11.89 seconds   |
./spec/system/quantity_promotions_spec.rb[1:1]                         | failed  | 12.33 seconds   |
./spec/system/quantity_promotions_spec.rb[1:2]                         | failed  | 11.81 seconds   |
./spec/system/quantity_promotions_spec.rb[1:3:1]                       | failed  | 11.91 seconds   |
./spec/system/search_spec.rb[1:1]                                      | passed  | 0.68528 seconds |
./spec/system/search_spec.rb[1:2]                                      | passed  | 1.37 seconds    |
./spec/system/search_spec.rb[1:3:1]                                    | passed  | 1.64 seconds    |
./spec/system/search_spec.rb[1:3:2]                                    | passed  | 1.61 seconds    |
./spec/system/search_spec.rb[1:3:3]                                    | passed  | 2 seconds       |
./spec/system/search_spec.rb[1:3:4]                                    | failed  | 12.26 seconds   |
./spec/system/search_spec.rb[1:3:5]                                    | passed  | 1.8 seconds     |
./spec/system/search_spec.rb[1:3:6]                                    | passed  | 1.78 seconds    |
./spec/system/search_spec.rb[1:3:7]                                    | passed  | 1.86 seconds    |
./spec/system/taxons_spec.rb[1:1]                                      | passed  | 0.15583 seconds |
./spec/system/taxons_spec.rb[1:2]                                      | passed  | 0.12153 seconds |
